"","Evo_Type","Gene_Class","Conserved_Num","Human_Spec_Num","Mouse_Spec_Num"
"LYZL1",NA,"Enzyme","0","0","0"
"LYZL4",NA,"Other","0","0","0"
"LYZL6",NA,"Enzyme","0","0","0"
"LZIC","3","Other","0","1","2"
"LZTFL1","2","Other","1","1","2"
"LZTR1","3","TF","0","3","10"
"LZTS1","1","Other","0","2","0"
"LZTS2","2","Other","5","7","0"
"M6PR","2","Other","21","10","0"
"MAB21L1",NA,"Other","0","0","0"
"MAB21L2",NA,"Other","0","0","0"
"MAB21L3",NA,"Other","0","0","0"
"MACC1","1","Other","0","5","0"
"MACROD1","2","Other","2","2","1"
"MACROD2","3","Other","0","3","1"
"MAD1L1","1","Other","0","7","0"
"MAD2L1",NA,"Other","0","0","0"
"MAD2L1BP","3","Other","0","2","1"
"MAD2L2","2","Other","1","9","1"
"MADD","2","Other","4","4","2"
"MAEA","2","Enzyme","9","2","21"
"MAEL",NA,"TF","0","0","0"
"MAF","2","TF","4","5","0"
"MAF1","2","Other","31","1","0"
"MAFA",NA,"TF","0","0","0"
"MAFB","2","TF","2","3","0"
"MAFF","2","TF","1","17","1"
"MAFG","2","TF","1","4","6"
"MAFK","1","TF","0","0","12"
"MAG",NA,"Receptor","0","0","0"
"MAGEA10",NA,"Other","0","0","0"
"MAGEA11",NA,"Other","0","0","0"
"MAGEB16",NA,"Other","0","0","0"
"MAGEB18",NA,"Other","0","0","0"
"MAGEB2",NA,"Other","0","0","0"
"MAGED1","2","Receptor","16","1","4"
"MAGED2","2","Other","9","19","0"
"MAGEE1",NA,"Other","0","0","0"
"MAGEE2",NA,"Other","0","0","0"
"MAGEH1","2","Other","3","9","2"
"MAGEL2",NA,"Other","0","0","0"
"MAGI1","2","Other","3","6","0"
"MAGI2","1","Other","0","1","0"
"MAGI3","2","Other","4","1","1"
"MAGIX","1","Other","0","1","0"
"MAGOH","2","Other","21","2","8"
"MAGOHB","2","Other","1","2","1"
"MAGT1","2","Other","20","6","2"
"MAK","0","Enzyme","1","0","0"
"MAK16","3","Other","0","1","4"
"MAL","3","Other","0","7","4"
"MAL2","2","Other","7","1","0"
"MALL","2","Other","3","5","1"
"MALT1","2","Other","3","3","3"
"MAMDC2","2","Other","2","4","0"
"MAMDC4",NA,"Other","0","0","0"
"MAML1",NA,"Other","0","0","0"
"MAML3","3","Other","0","4","3"
"MAMSTR",NA,"Other","0","0","0"
"MAN1A1","2","Other","2","4","7"
"MAN1A2","2","Other","11","13","3"
"MAN1B1","2","Other","1","8","5"
"MAN1C1","3","Other","0","3","2"
"MAN2A1","2","Other","7","9","7"
"MAN2A2","2","Other","2","3","6"
"MAN2B1","2","Other","7","12","0"
"MAN2B2","2","Other","4","5","2"
"MAN2C1","2","Other","1","11","1"
"MANBA","3","Enzyme","0","5","1"
"MANBAL","2","Other","10","7","2"
"MANEA","0","Enzyme","1","0","0"
"MANEAL",NA,"Other","0","0","0"
"MANF","2","Other","8","22","0"
"MANSC1",NA,"Other","0","0","0"
"MAOA","2","Other","1","13","0"
"MAOB","2","Other","1","2","8"
"MAP1LC3A","2","Other","17","4","0"
"MAP1LC3B","0","Other","32","0","0"
"MAP2K1","2","Other","10","2","13"
"MAP2K2","2","Other","28","2","2"
"MAP2K3","2","Other","17","7","3"
"MAP2K4","2","Other","10","4","9"
"MAP2K5","1","Other","0","1","0"
"MAP2K6","1","Other","0","1","0"
"MAP2K7","3","Other","0","2","4"
"MAP3K1","2","Other","10","18","0"
"MAP3K10",NA,"Other","0","0","0"
"MAP3K11","2","Other","7","5","2"
"MAP3K12",NA,"Other","0","0","0"
"MAP3K13","1","Other","0","19","0"
"MAP3K14","3","Other","0","1","4"
"MAP3K15",NA,"Other","0","0","0"
"MAP3K2","2","Other","4","25","0"
"MAP3K3","2","Other","6","3","9"
"MAP3K4","3","Other","0","1","1"
"MAP3K5","2","Other","5","2","7"
"MAP3K6","2","Other","1","6","1"
"MAP3K8","2","Other","3","20","0"
"MAP3K9",NA,"Other","0","0","0"
"MAP4K1","2","Other","6","3","0"
"MAP4K2","2","Other","5","3","2"
"MAP4K3","2","Other","2","1","8"
"MAP4K4","2","Other","6","7","10"
"MAP4K5","2","Other","1","11","0"
"MAP6D1",NA,"Other","0","0","0"
"MAPK1","2","Other","20","1","11"
"MAPK10","1","Other","0","4","0"
"MAPK11",NA,"Other","0","0","0"
"MAPK12","3","Other","0","1","5"
"MAPK13","2","Other","7","3","0"
"MAPK14","2","Other","9","3","5"
"MAPK15","1","Other","0","0","1"
"MAPK1IP1L","2","Other","25","6","0"
"MAPK3","2","Enzyme","12","1","12"
"MAPK4",NA,"Other","0","0","0"
"MAPK6","2","Other","2","1","4"
"MAPK7","1","Other","0","1","0"
"MAPK8","1","Other","0","1","0"
"MAPK8IP1",NA,"Other","0","0","0"
"MAPK8IP2","1","Other","0","1","0"
"MAPK8IP3","2","Other","1","2","2"
"MAPK9","2","Other","2","5","0"
"MAPKAP1","2","Other","4","9","9"
"MAPKAPK2","2","Other","8","4","6"
"MAPKAPK3","2","Other","4","3","6"
"MAPKAPK5","1","Other","0","3","0"
"MAPKBP1","1","Other","0","0","2"
"MAPRE1","2","Other","23","9","0"
"MAPRE3","2","Other","1","5","0"
"MAPT","1","Other","0","0","4"
"MARCKSL1","2","Other","3","8","2"
"MARCO","1","Receptor","0","2","0"
"MARK1","3","Enzyme","0","1","2"
"MARK2","2","Enzyme","13","1","17"
"MARK3","2","Enzyme","12","20","0"
"MARK4","1","Enzyme","0","1","0"
"MARS2",NA,"Other","0","0","0"
"MARVELD1","2","Other","4","1","8"
"MARVELD2","3","Other","0","1","1"
"MARVELD3","0","Other","1","0","0"
"MAS1",NA,"Receptor","0","0","0"
"MASP2",NA,"Enzyme","0","0","0"
"MAST1",NA,"Enzyme","0","0","0"
"MAST2",NA,"Enzyme","0","0","0"
"MAST3","3","Enzyme","0","10","1"
"MAST4","2","Enzyme","8","8","2"
"MASTL",NA,"Other","0","0","0"
"MAT1A",NA,"Other","0","0","0"
"MAT2A","2","Other","23","8","0"
"MAT2B","2","Other","24","2","4"
"MATK","2","Enzyme","1","3","0"
"MATN1",NA,"Ligand","0","0","0"
"MATN2","2","Other","1","3","1"
"MATN3","1","Other","0","2","0"
"MATN4","1","Other","0","0","3"
"MATR3","1","Other","0","0","32"
"MAU2","2","Other","9","3","13"
"MAVS","2","Other","5","22","0"
"MAX","2","TF","21","7","1"
"MAZ","2","TF","1","9","0"
"MB","1","Other","0","1","0"
"MBD1","3","TF","0","3","2"
"MBD2","2","TF","6","3","11"
"MBD3","2","TF","3","13","0"
"MBD3L1",NA,"Other","0","0","0"
"MBD4","1","TF","0","16","0"
"MBD5","3","Other","0","3","2"
"MBD6","1","Other","0","4","0"
"MBIP","2","Other","6","2","2"
"MBL2",NA,"Ligand","0","0","0"
"MBLAC1",NA,"Other","0","0","0"
"MBLAC2","1","Other","0","0","1"
"MBNL1","2","Other","30","1","1"
"MBNL2","2","Other","17","14","0"
"MBNL3","3","Other","0","3","6"
"MBOAT1","3","Other","0","1","4"
"MBOAT2","1","Other","0","3","0"
"MBOAT4",NA,"Other","0","0","0"
"MBOAT7","2","Other","1","7","0"
"MBP","2","Other","12","8","2"
"MBTD1",NA,"Other","0","0","0"
"MBTPS1","2","Other","7","15","3"
"MBTPS2",NA,"Other","0","0","0"
"MC1R",NA,"Receptor","0","0","0"
"MC2R",NA,"Receptor","0","0","0"
"MC3R",NA,"Receptor","0","0","0"
"MC4R",NA,"Receptor","0","0","0"
"MC5R",NA,"Receptor","0","0","0"
"MCAM","0","Receptor","7","0","0"
"MCAT","1","Other","0","1","0"
"MCC","2","Other","3","3","1"
"MCCC1","1","Other","0","5","0"
"MCCC2","3","Other","0","3","2"
"MCEE","3","Enzyme","0","1","19"
"MCF2",NA,"Other","0","0","0"
"MCF2L","2","Other","2","1","0"
"MCFD2","2","Other","11","5","7"
"MCHR1",NA,"Receptor","0","0","0"
"MCL1","2","Other","30","2","0"
"MCM10",NA,"Other","0","0","0"
"MCM2","1","Enzyme","0","0","1"
"MCM3","1","Enzyme","0","4","0"
"MCM3AP","3","Other","0","8","2"
"MCM4","1","Enzyme","0","0","2"
"MCM5","1","Enzyme","0","4","0"
"MCM6","1","Enzyme","0","0","6"
"MCM7","2","Enzyme","1","6","3"
"MCM8",NA,"Enzyme","0","0","0"
"MCM9","1","Enzyme","0","0","1"
"MCMBP","2","Other","14","1","16"
"MCOLN1","2","Receptor","1","1","5"
"MCOLN2","3","Receptor","0","2","1"
"MCOLN3","3","Receptor","0","1","2"
"MCPH1","1","Other","0","2","0"
"MCRS1","2","Other","6","6","13"
"MCTP1","3","Other","0","8","1"
"MCTP2","3","Other","0","6","2"
"MCTS1","2","Other","3","8","12"
"MDC1","1","Other","0","0","2"
"MDFI","1","Other","0","2","0"
"MDFIC","2","Other","1","6","7"
"MDGA1",NA,"Other","0","0","0"
"MDGA2",NA,"Other","0","0","0"
"MDH1","2","Other","27","4","0"
"MDH1B","0","Other","1","0","0"
"MDH2","2","Other","29","1","2"
"MDK","2","Ligand","2","14","0"
"MDM1","3","Other","0","1","2"
"MDM2","2","Enzyme","14","7","5"
"MDM4","2","Other","4","28","0"
"MDN1","2","Other","1","5","1"
"MDP1","1","Other","0","0","12"
"ME1","1","Other","0","0","7"
"ME2","2","Other","8","4","3"
"ME3",NA,"Other","0","0","0"
"MEA1","2","Other","25","1","6"
"MEAF6","2","Other","3","26","0"
"MECOM","2","TF","7","1","0"
"MECP2","2","TF","10","16","4"
"MECR","3","Enzyme","0","1","2"
"MED1","2","Other","3","1","24"
"MED10","2","Other","20","8","2"
"MED11","2","Other","2","5","6"
"MED12","1","Other","0","3","0"
"MED12L","1","Other","0","1","0"
"MED13","2","Other","9","15","1"
"MED13L","2","Other","16","11","3"
"MED14","3","Other","0","1","1"
"MED16","2","Other","2","7","0"
"MED17","2","Other","1","1","0"
"MED18",NA,"Other","0","0","0"
"MED19","2","Other","5","6","5"
"MED20","3","Other","0","1","1"
"MED21","2","Other","1","2","17"
"MED22",NA,"Other","0","0","0"
"MED23","1","Other","0","8","0"
"MED24","2","Other","1","12","0"
"MED25","2","Other","2","2","6"
"MED26",NA,"Other","0","0","0"
"MED27","3","Other","0","3","1"
"MED28","2","Other","25","7","0"
"MED29","2","Other","8","14","5"
"MED30","2","Other","5","11","10"
"MED31","2","Other","1","1","5"
"MED4","2","Other","5","25","0"
"MED6","1","Other","0","2","0"
"MED7","3","Other","0","1","2"
"MED8","2","Other","5","2","9"
"MED9","1","Other","0","0","5"
"MEF2A","2","TF","8","5","8"
"MEF2B","1","TF","0","0","1"
"MEF2C","2","TF","12","4","1"
"MEF2D","2","TF","1","11","1"
"MEFV","2","Other","2","2","0"
"MEGF10",NA,"Other","0","0","0"
"MEGF11","1","Other","0","0","1"
"MEGF6","2","Other","1","2","5"
"MEGF8",NA,"Other","0","0","0"
"MEGF9","2","Other","1","5","1"
"MEI1","1","Other","0","6","0"
"MEI4",NA,"Other","0","0","0"
"MEIG1","1","Other","0","0","1"
"MEIS2","2","TF","3","1","0"
"MEIS3","1","TF","0","0","3"
"MELK",NA,"Enzyme","0","0","0"
"MEMO1","3","Other","0","1","1"
"MEN1","0","Other","1","0","0"
"MEOX1","1","TF","0","0","3"
"MEOX2","2","TF","1","1","0"
"MEP1A",NA,"Enzyme","0","0","0"
"MEP1B",NA,"Enzyme","0","0","0"
"MEPCE","3","Other","0","2","1"
"MEPE",NA,"Ligand","0","0","0"
"MERTK","3","Receptor","0","2","4"
"MESP1",NA,"TF","0","0","0"
"MESP2",NA,"TF","0","0","0"
"MEST","3","Other","0","2","1"
"MET","2","Receptor","5","3","0"
"METAP1","3","Other","0","1","1"
"METAP1D",NA,"Other","0","0","0"
"METAP2","2","Other","29","2","0"
"METRN","1","Other","0","4","0"
"METRNL","1","Other","0","0","8"
"METTL1","2","Other","1","2","2"
"METTL11B","1","Other","0","0","1"
"METTL14","1","Other","0","3","0"
"METTL15",NA,"Other","0","0","0"
"METTL16","2","Other","1","9","1"
"METTL17","3","Other","0","6","2"
"METTL2A","3","Other","0","4","1"
"METTL21A","0","Other","1","0","0"
"METTL22","3","Other","0","1","1"
"METTL3","1","Other","0","7","0"
"METTL4",NA,"Other","0","0","0"
"METTL5","2","Other","1","11","0"
"METTL6",NA,"Other","0","0","0"
"METTL7A","2","Other","15","9","1"
"METTL7B",NA,"Other","0","0","0"
"METTL8","1","Other","0","3","0"
"METTL9","1","Other","0","0","18"
"MEX3A",NA,"Other","0","0","0"
"MEX3B",NA,"Other","0","0","0"
"MEX3C","1","Enzyme","0","1","0"
"MEX3D",NA,"Other","0","0","0"
"MFAP2","2","Ligand","3","1","6"
"MFAP3","1","Other","0","0","13"
"MFAP3L","1","Other","0","0","3"
"MFAP4","2","Other","5","1","0"
"MFAP5","2","Ligand","1","4","0"
"MFGE8","2","Ligand","8","11","0"
"MFHAS1","2","Other","1","2","0"
"MFN1","2","Other","1","26","0"
"MFN2","3","Other","0","6","2"
"MFNG","2","Ligand","9","6","1"
"MFRP",NA,"Receptor","0","0","0"
"MFSD1","2","Other","13","3","7"
"MFSD10","2","Other","3","23","1"
"MFSD11","3","Other","0","4","2"
"MFSD12","3","Other","0","3","1"
"MFSD2A","1","Other","0","4","0"
"MFSD2B",NA,"Other","0","0","0"
"MFSD3","1","Other","0","1","0"
"MFSD5","2","Other","9","2","19"
"MFSD6","2","Other","3","6","2"
"MFSD6L","1","Other","0","0","1"
"SLC49A3","1","Other","0","0","1"
"MFSD8","1","Other","0","1","0"
"MFSD9","1","Other","0","1","0"
"MGA","2","TF","5","2","17"
"MGAM","1","Other","0","0","1"
"MGAT1","2","Enzyme","16","13","2"
"MGAT2","1","Enzyme","0","0","23"
"MGAT3","3","Enzyme","0","2","3"
"MGAT4A","2","Other","1","12","3"
"MGAT4B","1","Other","0","0","8"
"MGAT4C",NA,"Other","0","0","0"
"MGAT5","1","Other","0","3","0"
"MGAT5B",NA,"Other","0","0","0"
"MGLL","2","Enzyme","10","8","3"
"MGMT","2","Enzyme","1","16","0"
"MGP","2","Other","7","6","4"
"MGRN1","2","Receptor","13","8","5"
"MGST1","2","Enzyme","10","7","0"
"MGST2","2","Enzyme","2","14","1"
"MGST3","2","Enzyme","15","14","1"
"MIA3","2","Other","23","2","7"
"MIB1",NA,"Enzyme","0","0","0"
"MIB2","3","Enzyme","0","4","3"
"MICAL1","2","Other","3","7","2"
"MICAL2","2","Other","7","3","5"
"MICAL3","1","Other","0","1","0"
"MICALL1","1","Other","0","0","1"
"MICALL2","3","Other","0","1","3"
"MICU1","2","Other","4","10","4"
"MID1","1","Other","0","3","0"
"MID1IP1","2","Other","1","19","0"
"MID2","1","Other","0","0","1"
"MIDN","2","Other","22","3","5"
"MIER1","2","TF","29","3","0"
"MIER2","1","Other","0","3","0"
"MIER3","1","TF","0","0","6"
"MIF","1","Enzyme","0","0","32"
"MIF4GD","2","Other","3","3","13"
"MIIP","3","Other","0","7","1"
"MICB","1","Other","0","0","2"
"MINK1","2","Enzyme","1","4","4"
"MINPP1","1","Other","0","0","7"
"MIOS","1","Other","0","0","1"
"MIOX",NA,"Enzyme","0","0","0"
"MIP",NA,"Receptor","0","0","0"
"MIPEP","2","Enzyme","1","1","0"
"MIPOL1",NA,"Other","0","0","0"
"MIS12","1","Other","0","0","2"
"MIS18BP1","1","Other","0","11","0"
"MITD1","2","Other","1","8","3"
"MITF","3","TF","0","6","2"
"MIXL1",NA,"TF","0","0","0"
"MKI67","1","Other","0","0","1"
"MKKS","1","Other","0","0","1"
"MKLN1","2","Other","16","16","0"
"MKNK1","2","Enzyme","3","13","1"
"MKNK2","2","Enzyme","29","2","0"
"MKRN1","2","Enzyme","19","7","1"
"MKRN2","0","Enzyme","1","0","0"
"MKRN3",NA,"Enzyme","0","0","0"
"MKS1","1","Other","0","1","0"
"MKX",NA,"TF","0","0","0"
"MLANA",NA,"Other","0","0","0"
"MLC1","3","Other","0","1","2"
"MLEC","2","Other","15","11","2"
"MLF1","2","Other","1","3","2"
"MLF2","2","Other","30","2","0"
"MLH1","1","Other","0","3","0"
"MLH3","3","Other","0","3","1"
"MLKL","1","Other","0","7","0"
"MLLT1","3","TF","0","3","1"
"MLLT10","2","TF","3","4","8"
"MLLT11",NA,"Other","0","0","0"
"MLLT3","2","Other","7","6","3"
"MLLT6","1","Other","0","0","18"
"MLPH","2","Other","4","3","0"
"MLST8","2","Other","1","2","0"
"MLX","2","TF","4","9","4"
"MLXIP","2","TF","14","6","7"
"MLXIPL",NA,"TF","0","0","0"
"MLYCD","3","Other","0","1","1"
"MMAA","1","Other","0","0","2"
"MMAB","3","Enzyme","0","7","2"
"MMACHC",NA,"Other","0","0","0"
"MMADHC","2","Other","18","11","1"
"MMD","1","Other","0","0","5"
"MMD2",NA,"Other","0","0","0"
"MME","2","Other","1","2","2"
"MMEL1",NA,"Enzyme","0","0","0"
"MMGT1","3","Other","0","3","2"
"MMP10",NA,"Enzyme","0","0","0"
"MMP11","1","Other","0","0","4"
"MMP12",NA,"Ligand","0","0","0"
"MMP13",NA,"Ligand","0","0","0"
"MMP14","1","Enzyme","0","0","9"
"MMP15","1","Other","0","0","6"
"MMP16",NA,"Other","0","0","0"
"MMP17",NA,"Other","0","0","0"
"MMP19","2","Other","2","3","0"
"MMP1",NA,"Ligand","0","0","0"
"MMP2","2","Ligand","3","2","1"
"MMP20",NA,"Other","0","0","0"
"MMP21",NA,"Other","0","0","0"
"MMP23B","2","Other","1","1","4"
"MMP24","1","Receptor","0","0","2"
"MMP25","1","Other","0","1","0"
"MMP27",NA,"Other","0","0","0"
"MMP28",NA,"Other","0","0","0"
"MMP3","1","Enzyme","0","0","1"
"MMP7","1","Ligand","0","2","0"
"MMP8","1","Enzyme","0","0","2"
"MMP9","0","Ligand","1","0","0"
"MMRN1","2","Other","1","1","0"
"MMRN2","2","Other","3","1","1"
"MMS19","1","Other","0","11","0"
"MMS22L","1","Other","0","1","0"
"MN1","2","Other","1","3","0"
"MNAT1","2","Other","4","4","4"
"MND1",NA,"Other","0","0","0"
"MNS1","0","Other","1","0","0"
"MNT","3","TF","0","3","1"
"MNX1",NA,"TF","0","0","0"
"MOAP1",NA,"Other","0","0","0"
"MOB1A","2","Other","24","5","1"
"MOB1B","1","Other","0","1","0"
"MOB2","2","Other","8","3","12"
"MOB3A","2","Other","16","3","0"
"MOB3B","2","Other","4","1","8"
"MOB3C","1","Other","0","0","1"
"MOB4","1","Other","0","0","28"
"MOBP","1","Other","0","1","0"
"MOCOS",NA,"Enzyme","0","0","0"
"MOCS2","2","Other","5","3","7"
"MOCS3","1","Enzyme","0","0","1"
"MOG",NA,"Receptor","0","0","0"
"MOGAT1",NA,"Other","0","0","0"
"MOGAT2",NA,"Other","0","0","0"
"MOGS","2","Enzyme","2","11","0"
"MON1A","1","Other","0","0","2"
"MON1B","1","Other","0","9","0"
"MON2","2","Other","3","16","4"
"MORC1",NA,"Other","0","0","0"
"MORC2",NA,"Other","0","0","0"
"MORC3","2","Other","5","3","0"
"MORC4",NA,"Other","0","0","0"
"MORF4L1","0","Other","32","0","0"
"MORF4L2","2","Other","24","3","4"
"MORN1","0","Other","1","0","0"
"MORN2","2","Other","1","2","1"
"MORN3","0","Other","1","0","0"
"MORN4","1","Other","0","1","0"
"MORN5","0","Other","1","0","0"
"MOS",NA,"Enzyme","0","0","0"
"MOSPD1","3","Other","0","1","2"
"MOSPD2","3","Other","0","3","4"
"MOSPD3","3","Other","0","1","9"
"MOV10","1","Enzyme","0","2","0"
"MOV10L1",NA,"Other","0","0","0"
"MOXD1","1","Other","0","2","0"
"MPDU1","2","Other","2","9","1"
"MPDZ","2","Other","1","3","2"
"MPEG1","2","Other","5","1","0"
"MPG","1","Other","0","20","0"
"MPHOSPH10","2","Other","3","17","2"
"MPHOSPH6","2","Other","1","3","1"
"MPHOSPH8","2","Other","9","23","0"
"MPHOSPH9",NA,"Other","0","0","0"
"MPI","2","Enzyme","1","3","1"
"MPL",NA,"Receptor","0","0","0"
"MPND","1","Other","0","0","13"
"MPO",NA,"Other","0","0","0"
"MPP1","2","Other","5","1","8"
"MPP2","1","Other","0","0","1"
"MPP3","1","Other","0","1","0"
"MPP4",NA,"Other","0","0","0"
"MPP5","2","Other","1","2","2"
"MPP6","2","Other","1","1","4"
"MPP7","2","Other","1","2","2"
"MPPE1","2","Other","1","3","7"
"MPPED1",NA,"Other","0","0","0"
"MPPED2","1","Other","0","0","2"
"MPRIP","2","Other","15","6","6"
"MPST","2","Other","1","7","0"
"MPV17","2","Other","17","7","2"
"MPV17L","1","Other","0","0","1"
"MPV17L2","2","Other","1","1","7"
"MPZ",NA,"Other","0","0","0"
"MPZL1","2","Other","9","5","2"
"MPZL2","2","Other","3","5","0"
"MPZL3","1","Other","0","7","0"
"MR1","3","Other","0","8","1"
"MRAP",NA,"Other","0","0","0"
"MRAP2","1","Other","0","1","0"
"MRAS","3","Other","0","1","3"
"MRC1","0","Other","2","0","0"
"MRC2","2","Receptor","2","4","0"
"MRE11","3","Other","0","4","2"
"MREG","1","Other","0","2","0"
"MRFAP1","2","Other","29","3","0"
"MRGPRX1",NA,"Receptor","0","0","0"
"MRGPRD",NA,"Receptor","0","0","0"
"MRGPRE",NA,"Receptor","0","0","0"
"MRGPRF","2","Receptor","3","3","0"
"MRGPRG",NA,"Receptor","0","0","0"
"MRGPRX4",NA,"Receptor","0","0","0"
"MRI1","2","Other","1","7","0"
"MRM1",NA,"Other","0","0","0"
"MRO",NA,"Other","0","0","0"
"MRPL1","2","Other","1","1","0"
"MRPL10","2","Other","5","2","8"
"MRPL11","2","Other","6","15","2"
"MRPL12","2","Other","6","3","16"
"MRPL13","2","Other","11","6","7"
"MRPL14","2","Other","18","3","10"
"MRPL15","2","Other","4","5","13"
"MRPL16","3","Other","0","23","1"
"MRPL17","2","Other","12","14","0"
"MRPL18","2","Other","13","6","9"
"MRPL19","1","Other","0","13","0"
"MRPL2","2","Other","4","4","11"
"MRPL20","2","Other","30","1","0"
"MRPL21","2","Other","10","9","6"
"MRPL22","2","Other","5","17","1"
"MRPL23","2","Other","18","1","12"
"MRPL24","2","Other","13","2","11"
"MRPL27","2","Other","13","6","4"
"MRPL28","2","Other","18","5","5"
"MRPL3","2","Other","2","14","8"
"MRPL30","1","Other","0","0","30"
"MRPL32","2","Other","13","9","7"
"MRPL33","2","Other","30","2","0"
"MRPL34","2","Other","16","9","2"
"MRPL35","3","Other","0","2","6"
"MRPL36","2","Other","11","5","11"
"MRPL37","2","Other","4","14","5"
"MRPL38","1","Other","0","0","10"
"MRPL39","2","Other","3","3","3"
"MRPL4","2","Other","12","17","0"
"MRPL40","2","Other","4","13","9"
"MRPL41","2","Other","16","15","0"
"MRPL42","2","Other","15","4","12"
"MRPL43","2","Other","18","8","5"
"MRPL44","3","Other","0","1","2"
"MRPL45","1","Other","0","0","3"
"MRPL46","2","Other","1","6","0"
"MRPL47","1","Other","0","14","0"
"MRPL48","2","Other","5","1","15"
"MRPL49","3","Other","0","7","1"
"MRPL50","1","Other","0","16","0"
"MRPL51","2","Other","22","7","2"
"MRPL52","2","Other","27","1","3"
"MRPL53","1","Other","0","0","19"
"MRPL54","2","Other","22","6","2"
"MRPL55","2","Other","11","16","0"
"MRPL9","2","Other","6","14","0"
"MRPS10","2","Other","1","9","2"
"MRPS11","1","Other","0","6","0"
"MRPS12","1","Other","0","0","22"
"MRPS14","2","Other","12","18","0"
"MRPS15","2","Other","13","10","2"
"MRPS16","2","Other","21","3","6"
"MRPS17","2","Other","2","23","0"
"MRPS18A","2","Other","9","3","15"
"MRPS18B","1","Other","0","0","5"
"MRPS18C","2","Other","22","2","7"
"MRPS2","3","Other","0","8","1"
"MRPS21","2","Other","30","1","1"
"MRPS22","1","Other","0","1","0"
"MRPS23","2","Other","3","9","7"
"MRPS24","1","Other","0","0","31"
"MRPS25","2","Other","2","16","1"
"MRPS26","2","Other","6","10","8"
"MRPS27","3","Other","0","1","4"
"MRPS28","2","Other","2","1","18"
"MRPS30","3","Other","0","3","1"
"MRPS31","3","Other","0","4","1"
"MRPS33","2","Other","8","1","20"
"MRPS34","2","Other","13","11","1"
"MRPS35","2","Other","4","10","4"
"MRPS36","2","Other","14","8","6"
"MRPS5","2","Other","3","28","0"
"MRPS6","2","Other","5","15","1"
"MRPS7","2","Other","14","12","2"
"MRPS9","3","Other","0","3","2"
"MRRF","3","Other","0","4","1"
"MRS2","3","Other","0","2","1"
"MRTO4","2","Other","1","8","4"
"MRVI1","0","Other","2","0","0"
"MS4A1","2","Other","1","1","0"
"MS4A10",NA,"Other","0","0","0"
"MS4A13",NA,"Other","0","0","0"
"MS4A15","1","Other","0","3","0"
"MS4A2","0","Other","1","0","0"
"MS4A3",NA,"Other","0","0","0"
"MS4A5",NA,"Other","0","0","0"
"MS4A6A","2","Other","2","2","0"
"MS4A7","1","Other","0","3","0"
"MS4A8","3","Other","0","3","3"
"MSC",NA,"TF","0","0","0"
"MSGN1",NA,"TF","0","0","0"
"MSH2","1","Other","0","0","6"
"MSH3","3","Other","0","1","1"
"MSH4",NA,"Other","0","0","0"
"MSH5",NA,"Other","0","0","0"
"MSH6","1","Other","0","7","0"
"MSI1",NA,"Other","0","0","0"
"MSI2","2","Other","11","1","10"
"MSL1","2","Other","6","1","8"
"MSL2","3","Other","0","3","4"
"MSL3","2","Other","1","10","1"
"MSLN","3","Other","0","3","1"
"MSMB","1","Other","0","1","0"
"MSMP",NA,"Other","0","0","0"
"MSN","0","Other","29","0","0"
"MSR1","3","Other","0","2","1"
"MSRA","3","Enzyme","0","1","3"
"MSRB2","1","Enzyme","0","17","0"
"MSRB3","2","Enzyme","8","1","1"
"MST1",NA,"Ligand","0","0","0"
"MST1R","1","Receptor","0","1","0"
"MSTN",NA,"Ligand","0","0","0"
"MSTO1","1","Other","0","0","1"
"MSX1","1","TF","0","1","0"
"MSX2",NA,"TF","0","0","0"
"MTA1",NA,"TF","0","0","0"
"MTA2","1","TF","0","0","27"
"MTA3","1","TF","0","0","12"
"MTAP","2","Enzyme","1","2","0"
"MTBP",NA,"Other","0","0","0"
"MTCH1","2","Receptor","25","6","1"
"MTCH2","1","Receptor","0","0","28"
"CMC4",NA,"Other","0","0","0"
"MTDH","0","Other","32","0","0"
"MTF1","2","TF","1","4","0"
"MTF2","2","Other","4","18","0"
"MTFMT","1","Other","0","2","0"
"MTFP1",NA,"Other","0","0","0"
"MTFR1","1","Other","0","0","4"
"MTG1","1","Other","0","3","0"
"MTHFD1","3","Other","0","3","6"
"MTHFD1L","1","Other","0","3","0"
"MTHFD2","3","Other","0","8","1"
"MTHFD2L","1","Other","0","4","0"
"MTHFR","1","Other","0","16","0"
"MTHFS","2","Enzyme","2","1","11"
"MTHFSD",NA,"Other","0","0","0"
"MTIF2","3","Other","0","3","6"
"MTIF3","2","Other","5","12","1"
"MTM1",NA,"Enzyme","0","0","0"
"MTMR1","1","Enzyme","0","3","0"
"MTMR10",NA,"Other","0","0","0"
