Cell	cell_type
J14_B003140.gencode.vH29	Capillary
J17_B002382.gencode.vH29	Capillary
J19_B002014.gencode.vH29	Capillary
J19_B002383.gencode.vH29	Capillary
J19_B002385.gencode.vH29	Capillary
J19_B003136.gencode.vH29	Capillary
J19_B003139.gencode.vH29	Capillary
J2_B002382.gencode.vH29	Capillary
J20_B003142.gencode.vH29	Capillary
J3_B002383.gencode.vH29	Artery
J5_B002385.gencode.vH29	Capillary Intermediate 1
J5_B003142.gencode.vH29	Capillary Intermediate 1
J7_B002382.gencode.vH29	Capillary
J9_B003137.gencode.vH29	Capillary
K10_B002386.gencode.vH29	Capillary Aerocyte
K11_B002383.gencode.vH29	Capillary
K12_B002382.gencode.vH29	Capillary
K15_B003136.gencode.vH29	Capillary
K16_B002385.gencode.vH29	Capillary
K16_B003139.gencode.vH29	Capillary
K18_B002382.gencode.vH29	Capillary
K18_B003142.gencode.vH29	Capillary
K19_B003142.gencode.vH29	Capillary
K2_B003141.gencode.vH29	Capillary Intermediate 1
K20_B002014.gencode.vH29	Capillary
K4_B003136.gencode.vH29	Capillary
K5_B002383.gencode.vH29	Capillary
K7_B002386.gencode.vH29	Capillary
K8_B003141.gencode.vH29	Capillary
L11_B002386.gencode.vH29	Capillary
L11_B003140.gencode.vH29	Capillary
L11_B003141.gencode.vH29	Capillary
L13_B003138.gencode.vH29	Capillary
L14_B002386.gencode.vH29	Capillary
L14_B003142.gencode.vH29	Capillary
L15_B003135.gencode.vH29	Capillary
L15_B003140.gencode.vH29	Capillary
L15_B003142.gencode.vH29	Capillary
L16_B003136.gencode.vH29	Capillary
L18_B002385.gencode.vH29	Capillary
L18_B003141.gencode.vH29	Capillary
L18_B003142.gencode.vH29	Capillary
L19_B002383.gencode.vH29	Capillary
L20_B002014.gencode.vH29	Capillary
L20_B002383.gencode.vH29	Capillary
L3_B003138.gencode.vH29	Capillary
L5_B003141.gencode.vH29	Capillary
L7_B002385.gencode.vH29	Capillary
L8_B002385.gencode.vH29	Capillary
L8_B003139.gencode.vH29	Capillary
M1_B002383.gencode.vH29	Capillary Intermediate 1
M10_B003136.gencode.vH29	Capillary
M12_B002382.gencode.vH29	Capillary
M13_B002014.gencode.vH29	Capillary
M14_B003139.gencode.vH29	Capillary
M16_B003139.gencode.vH29	Capillary
M17_B003138.gencode.vH29	Capillary
M17_B003142.gencode.vH29	Capillary
M18_B003135.gencode.vH29	Capillary
M18_B003139.gencode.vH29	Capillary
M19_B002383.gencode.vH29	Capillary
M19_B003142.gencode.vH29	Capillary
M20_B002382.gencode.vH29	Capillary
M20_B003138.gencode.vH29	Capillary
M6_B002385.gencode.vH29	Capillary
M9_B003139.gencode.vH29	Capillary
N10_B002382.gencode.vH29	Capillary
N11_B002386.gencode.vH29	Capillary
N12_B003135.gencode.vH29	Capillary Aerocyte
N14_B002386.gencode.vH29	Capillary
N15_B002385.gencode.vH29	Capillary
N15_B003141.gencode.vH29	Capillary
N16_B002385.gencode.vH29	Capillary
N16_B003139.gencode.vH29	Capillary
N19_B003135.gencode.vH29	Capillary Aerocyte
N2_B003142.gencode.vH29	Capillary
N6_B002385.gencode.vH29	Capillary
N8_B002014.gencode.vH29	Capillary
N8_B003139.gencode.vH29	Capillary
N9_B002382.gencode.vH29	Capillary
N9_B003141.gencode.vH29	Capillary
O1_B003139.gencode.vH29	Capillary
O10_B003140.gencode.vH29	Capillary Intermediate 1
O11_B003140.gencode.vH29	Capillary
O14_B002385.gencode.vH29	Capillary
O18_B002383.gencode.vH29	Capillary
O2_B003140.gencode.vH29	Capillary
O20_B003141.gencode.vH29	Capillary
O6_B002382.gencode.vH29	Capillary
O7_B003142.gencode.vH29	Capillary
O9_B002386.gencode.vH29	Capillary
P14_B002014.gencode.vH29	Capillary
P16_B002383.gencode.vH29	Capillary
P17_B003140.gencode.vH29	Capillary
P20_B003141.gencode.vH29	Capillary
P3_B003142.gencode.vH29	Capillary
P7_B003137.gencode.vH29	Capillary
P7_B003140.gencode.vH29	Capillary
P9_B002383.gencode.vH29	Capillary
A10_B002014.gencode.vH29	Pericyte
A15_B002014.gencode.vH29	Pericyte
A16_B002383.gencode.vH29	Pericyte
A20_B002014.gencode.vH29	Pericyte
B15_B002014.gencode.vH29	Pericyte
B15_B003139.gencode.vH29	Pericyte
B18_B003138.gencode.vH29	Pericyte
B19_B003138.gencode.vH29	Pericyte
C14_B002383.gencode.vH29	Pericyte
C15_B003138.gencode.vH29	Pericyte
C16_B003139.gencode.vH29	Pericyte
C16_B003140.gencode.vH29	Pericyte
C18_B003138.gencode.vH29	Pericyte
C19_B003138.gencode.vH29	Pericyte
C20_B003138.gencode.vH29	Pericyte
D17_B002014.gencode.vH29	Pericyte
D17_B003139.gencode.vH29	Pericyte
D18_B002014.gencode.vH29	Pericyte
D18_B002383.gencode.vH29	Vascular Smooth Muscle
D19_B002383.gencode.vH29	Pericyte
E15_B002014.gencode.vH29	Pericyte
E16_B002383.gencode.vH29	Vascular Smooth Muscle
E16_B003138.gencode.vH29	Pericyte
E17_B002014.gencode.vH29	Pericyte
E18_B002014.gencode.vH29	Pericyte
E18_B003139.gencode.vH29	Pericyte
E19_B002014.gencode.vH29	Pericyte
F16_B002014.gencode.vH29	Pericyte
F17_B002014.gencode.vH29	Pericyte
F18_B002014.gencode.vH29	Pericyte
F19_B002014.gencode.vH29	Pericyte
F20_B003138.gencode.vH29	Pericyte
G14_B002014.gencode.vH29	Pericyte
G14_B003138.gencode.vH29	Pericyte
G15_B003138.gencode.vH29	Pericyte
G16_B002383.gencode.vH29	Vascular Smooth Muscle
G18_B002014.gencode.vH29	Pericyte
G18_B003139.gencode.vH29	Pericyte
G19_B002014.gencode.vH29	Pericyte
G19_B003141.gencode.vH29	Pericyte
H14_B002014.gencode.vH29	Vascular Smooth Muscle
H14_B002383.gencode.vH29	Pericyte
H14_B003138.gencode.vH29	Pericyte
H16_B002014.gencode.vH29	Pericyte
H17_B002014.gencode.vH29	Pericyte
H17_B003138.gencode.vH29	Pericyte
H18_B003138.gencode.vH29	Pericyte
H19_B002383.gencode.vH29	Pericyte
H20_B002014.gencode.vH29	Pericyte
I15_B002014.gencode.vH29	Pericyte
I15_B003138.gencode.vH29	Pericyte
I15_B003139.gencode.vH29	Pericyte
I18_B002014.gencode.vH29	Pericyte
I18_B003138.gencode.vH29	Pericyte
I20_B002014.gencode.vH29	Pericyte
J15_B002383.gencode.vH29	Pericyte
J15_B003138.gencode.vH29	Pericyte
J15_B003139.gencode.vH29	Pericyte
J16_B003138.gencode.vH29	Pericyte
J16_B003139.gencode.vH29	Pericyte
J20_B002014.gencode.vH29	Pericyte
J7_B002014.gencode.vH29	Pericyte
K14_B003138.gencode.vH29	Pericyte
K15_B002014.gencode.vH29	Pericyte
K15_B003139.gencode.vH29	Pericyte
K16_B002383.gencode.vH29	Pericyte
K16_B003138.gencode.vH29	Pericyte
K17_B003140.gencode.vH29	Pericyte
K18_B002383.gencode.vH29	Vascular Smooth Muscle
L14_B002014.gencode.vH29	Pericyte
L14_B003139.gencode.vH29	Pericyte
L16_B002014.gencode.vH29	Pericyte
L16_B003139.gencode.vH29	Pericyte
L19_B003139.gencode.vH29	Pericyte
L20_B003138.gencode.vH29	Pericyte
M14_B002014.gencode.vH29	Pericyte
M14_B002383.gencode.vH29	Pericyte
M15_B002383.gencode.vH29	Pericyte
M15_B003138.gencode.vH29	Pericyte
M17_B002383.gencode.vH29	Pericyte
M18_B002014.gencode.vH29	Pericyte
M18_B003138.gencode.vH29	Pericyte
M19_B002014.gencode.vH29	Pericyte
M19_B003138.gencode.vH29	Pericyte
M19_B003139.gencode.vH29	Pericyte
M20_B002014.gencode.vH29	Pericyte
M20_B003139.gencode.vH29	Pericyte
N14_B003138.gencode.vH29	Pericyte
N15_B002383.gencode.vH29	Pericyte
N16_B002383.gencode.vH29	Pericyte
N17_B003138.gencode.vH29	Pericyte
N18_B002383.gencode.vH29	Pericyte
N18_B003138.gencode.vH29	Vascular Smooth Muscle
N19_B002014.gencode.vH29	Pericyte
N19_B003138.gencode.vH29	Pericyte
N19_B003139.gencode.vH29	Pericyte
N20_B002014.gencode.vH29	Pericyte
N20_B003138.gencode.vH29	Pericyte
O15_B002014.gencode.vH29	Pericyte
O17_B002014.gencode.vH29	Pericyte
O19_B002014.gencode.vH29	Pericyte
O20_B002383.gencode.vH29	Vascular Smooth Muscle
P16_B002014.gencode.vH29	Pericyte
P19_B002014.gencode.vH29	Pericyte
A10_B002382.gencode.vH29	Goblet
A10_B002383.gencode.vH29	Goblet
A11_B002382.gencode.vH29	Goblet
A12_B002383.gencode.vH29	Goblet
A3_B003136.gencode.vH29	Goblet
A3_B003140.gencode.vH29	Club
A5_B002382.gencode.vH29	Goblet
A6_B003136.gencode.vH29	Club
A8_B002014.gencode.vH29	Club
A8_B002386.gencode.vH29	Club
A8_B003138.gencode.vH29	Goblet
A8_B003141.gencode.vH29	Goblet
A9_B003136.gencode.vH29	Club
A9_B003140.gencode.vH29	Goblet
B10_B003137.gencode.vH29	Club
B10_B003138.gencode.vH29	Club
B11_B002385.gencode.vH29	Goblet
B11_B003137.gencode.vH29	Goblet
B12_B003141.gencode.vH29	Club
B13_B002385.gencode.vH29	Club
B2_B003137.gencode.vH29	Goblet
B2_B003138.gencode.vH29	Goblet
B3_B002385.gencode.vH29	Goblet
B3_B002386.gencode.vH29	Goblet
B5_B002383.gencode.vH29	Club
B5_B003137.gencode.vH29	Goblet
B6_B002383.gencode.vH29	Club
B6_B003137.gencode.vH29	Goblet
B7_B003135.gencode.vH29	Club
B7_B003137.gencode.vH29	Club
B7_B003141.gencode.vH29	Goblet
B8_B003140.gencode.vH29	Goblet
B9_B002383.gencode.vH29	Goblet
B9_B002385.gencode.vH29	Goblet
B9_B003138.gencode.vH29	Goblet
C1_B003135.gencode.vH29	Goblet
C1_B003138.gencode.vH29	Goblet
C10_B002014.gencode.vH29	Club
C10_B002385.gencode.vH29	Goblet
C10_B003136.gencode.vH29	Goblet
C10_B003137.gencode.vH29	Goblet
C10_B003140.gencode.vH29	Goblet
C11_B003136.gencode.vH29	Club
C11_B003141.gencode.vH29	Goblet
C12_B002014.gencode.vH29	Club
C12_B002382.gencode.vH29	Goblet
C12_B003137.gencode.vH29	Goblet
C12_B003141.gencode.vH29	Goblet
C2_B002386.gencode.vH29	Goblet
C3_B003135.gencode.vH29	Goblet
C3_B003140.gencode.vH29	Goblet
C4_B002382.gencode.vH29	Goblet
C4_B002386.gencode.vH29	Club
C4_B003138.gencode.vH29	Goblet
C4_B003139.gencode.vH29	Club
C5_B003135.gencode.vH29	Club
C7_B003140.gencode.vH29	Goblet
C7_B003142.gencode.vH29	Club
C9_B002382.gencode.vH29	Goblet
D1_B002014.gencode.vH29	Goblet
D1_B003138.gencode.vH29	Club
D10_B002014.gencode.vH29	Club
D11_B002383.gencode.vH29	Goblet
D11_B003136.gencode.vH29	Goblet
D12_B002382.gencode.vH29	Club
D12_B003136.gencode.vH29	Club
D13_B002014.gencode.vH29	Goblet
D13_B002386.gencode.vH29	Goblet
D3_B002382.gencode.vH29	Goblet
D4_B003136.gencode.vH29	Goblet
D5_B003138.gencode.vH29	Goblet
D5_B003140.gencode.vH29	Goblet
D5_B003142.gencode.vH29	Goblet
D6_B002386.gencode.vH29	Goblet
D7_B002014.gencode.vH29	Club
D7_B003136.gencode.vH29	Goblet
D7_B003138.gencode.vH29	Club
D8_B002382.gencode.vH29	Goblet
D8_B002383.gencode.vH29	Goblet
D8_B003138.gencode.vH29	Goblet
D8_B003142.gencode.vH29	Club
D9_B003136.gencode.vH29	Goblet
E1_B002014.gencode.vH29	Goblet
E1_B003140.gencode.vH29	Goblet
E10_B002385.gencode.vH29	Goblet
E10_B003140.gencode.vH29	Goblet
E11_B002382.gencode.vH29	Goblet
E11_B002383.gencode.vH29	Goblet
E11_B003142.gencode.vH29	Goblet
E12_B003137.gencode.vH29	Club
E13_B003135.gencode.vH29	Goblet
E2_B003137.gencode.vH29	Goblet
E2_B003138.gencode.vH29	Club
E4_B003137.gencode.vH29	Goblet
E5_B003136.gencode.vH29	Club
E5_B003141.gencode.vH29	Club
E6_B003138.gencode.vH29	Club
E7_B003135.gencode.vH29	Goblet
E7_B003141.gencode.vH29	Goblet
E8_B003137.gencode.vH29	Club
E9_B003135.gencode.vH29	Goblet
F10_B002382.gencode.vH29	Goblet
F10_B002385.gencode.vH29	Club
F10_B002386.gencode.vH29	Goblet
F11_B002385.gencode.vH29	Club
F11_B003137.gencode.vH29	Goblet
F11_B003138.gencode.vH29	Goblet
F12_B002382.gencode.vH29	Club
F13_B003140.gencode.vH29	Goblet
F2_B003135.gencode.vH29	Goblet
F2_B003136.gencode.vH29	Goblet
F2_B003141.gencode.vH29	Club
F3_B002386.gencode.vH29	Club
F3_B003138.gencode.vH29	Club
F4_B002383.gencode.vH29	Club
F6_B003140.gencode.vH29	Goblet
F7_B002385.gencode.vH29	Club
F7_B003142.gencode.vH29	Goblet
F8_B002014.gencode.vH29	Goblet
F8_B002385.gencode.vH29	Club
F8_B003137.gencode.vH29	Goblet
F9_B002014.gencode.vH29	Goblet
F9_B002383.gencode.vH29	Goblet
F9_B003137.gencode.vH29	Goblet
G1_B002383.gencode.vH29	Goblet
G1_B002386.gencode.vH29	Goblet
G1_B003135.gencode.vH29	Goblet
G10_B002014.gencode.vH29	Goblet
G10_B003135.gencode.vH29	Goblet
G10_B003137.gencode.vH29	Club
G11_B003137.gencode.vH29	Goblet
G12_B002014.gencode.vH29	Goblet
G12_B003139.gencode.vH29	Goblet
G13_B002383.gencode.vH29	Goblet
G13_B003142.gencode.vH29	Goblet
G2_B003140.gencode.vH29	Goblet
G3_B002382.gencode.vH29	Club
G3_B003141.gencode.vH29	Goblet
G5_B003137.gencode.vH29	Goblet
G6_B003136.gencode.vH29	Club
G8_B002383.gencode.vH29	Goblet
G8_B003139.gencode.vH29	Goblet
G8_B003142.gencode.vH29	Goblet
G9_B002385.gencode.vH29	Goblet
G9_B003138.gencode.vH29	Goblet
H1_B002014.gencode.vH29	Goblet
H1_B002385.gencode.vH29	Goblet
H11_B002382.gencode.vH29	Goblet
H11_B003138.gencode.vH29	Goblet
H12_B002014.gencode.vH29	Club
H12_B002382.gencode.vH29	Alveolar Epithelial Type 2
H12_B002383.gencode.vH29	Goblet
H12_B003139.gencode.vH29	Goblet
H2_B002385.gencode.vH29	Goblet
H2_B002386.gencode.vH29	Goblet
H2_B003138.gencode.vH29	Goblet
H2_B003141.gencode.vH29	Goblet
H3_B003141.gencode.vH29	Club
H4_B003142.gencode.vH29	Club
H5_B002383.gencode.vH29	Club
H7_B002385.gencode.vH29	Goblet
H7_B003139.gencode.vH29	Goblet
H8_B002382.gencode.vH29	Goblet
H8_B003136.gencode.vH29	Club
H9_B002014.gencode.vH29	Club
I1_B002383.gencode.vH29	Goblet
I10_B002014.gencode.vH29	Club
I10_B003137.gencode.vH29	Goblet
I12_B003138.gencode.vH29	Club
I13_B003138.gencode.vH29	Goblet
I2_B003139.gencode.vH29	Goblet
I5_B003136.gencode.vH29	Goblet
I6_B002386.gencode.vH29	Goblet
J1_B002386.gencode.vH29	Goblet
J1_B003139.gencode.vH29	Goblet
J10_B002385.gencode.vH29	Goblet
J10_B002386.gencode.vH29	Goblet
J10_B003139.gencode.vH29	Goblet
J10_B003140.gencode.vH29	Goblet
J12_B002385.gencode.vH29	Club
J12_B003138.gencode.vH29	Club
J13_B003137.gencode.vH29	Goblet
J13_B003141.gencode.vH29	Goblet
J2_B002385.gencode.vH29	Goblet
J4_B002385.gencode.vH29	Goblet
J4_B003136.gencode.vH29	Goblet
J4_B003139.gencode.vH29	Club
J7_B003135.gencode.vH29	Goblet
J8_B002383.gencode.vH29	Club
J8_B003138.gencode.vH29	Goblet
J9_B002383.gencode.vH29	Club
J9_B002386.gencode.vH29	Club
K1_B002383.gencode.vH29	Goblet
K11_B003138.gencode.vH29	Goblet
K12_B003136.gencode.vH29	Club
K12_B003137.gencode.vH29	Club
K12_B003138.gencode.vH29	Goblet
K12_B003142.gencode.vH29	Club
K2_B002014.gencode.vH29	Goblet
K2_B003137.gencode.vH29	Goblet
K3_B002383.gencode.vH29	Goblet
K3_B003140.gencode.vH29	Club
K4_B002382.gencode.vH29	Goblet
K6_B003137.gencode.vH29	Club
K8_B002382.gencode.vH29	Goblet
K8_B002386.gencode.vH29	Goblet
K8_B003140.gencode.vH29	Goblet
K9_B002385.gencode.vH29	Club
K9_B003137.gencode.vH29	Goblet
L10_B003137.gencode.vH29	Goblet
L12_B003137.gencode.vH29	Club
L12_B003140.gencode.vH29	Club
L12_B003142.gencode.vH29	Goblet
L13_B002382.gencode.vH29	Goblet
L13_B002383.gencode.vH29	Goblet
L13_B002385.gencode.vH29	Goblet
L13_B003139.gencode.vH29	Goblet
L2_B002386.gencode.vH29	Goblet
L2_B003135.gencode.vH29	Club
L3_B003135.gencode.vH29	Goblet
L4_B002386.gencode.vH29	Goblet
L4_B003136.gencode.vH29	Goblet
L4_B003139.gencode.vH29	Goblet
L5_B002014.gencode.vH29	Club
L5_B003137.gencode.vH29	Goblet
L6_B002383.gencode.vH29	Goblet
L7_B002014.gencode.vH29	Goblet
L7_B003142.gencode.vH29	Goblet
L8_B002386.gencode.vH29	Goblet
L8_B003138.gencode.vH29	Club
L9_B002383.gencode.vH29	Goblet
L9_B003135.gencode.vH29	Goblet
L9_B003138.gencode.vH29	Goblet
M1_B002386.gencode.vH29	Club
M11_B002014.gencode.vH29	Club
M11_B003141.gencode.vH29	Club
M13_B002383.gencode.vH29	Goblet
M13_B002386.gencode.vH29	Club
M13_B003135.gencode.vH29	Club
M3_B002386.gencode.vH29	Club
M3_B003135.gencode.vH29	Goblet
M4_B002014.gencode.vH29	Goblet
M4_B002386.gencode.vH29	Goblet
M5_B002382.gencode.vH29	Goblet
M5_B002383.gencode.vH29	Goblet
M6_B002386.gencode.vH29	Goblet
M6_B003139.gencode.vH29	Club
M7_B002386.gencode.vH29	Goblet
M7_B003139.gencode.vH29	Goblet
M8_B003137.gencode.vH29	Club
M8_B003141.gencode.vH29	Club
M9_B002382.gencode.vH29	Goblet
M9_B002386.gencode.vH29	Goblet
N1_B002014.gencode.vH29	Goblet
N1_B002386.gencode.vH29	Goblet
N1_B003137.gencode.vH29	Club
N11_B002383.gencode.vH29	Goblet
N11_B003137.gencode.vH29	Goblet
N11_B003139.gencode.vH29	Goblet
N12_B003136.gencode.vH29	Club
N13_B002383.gencode.vH29	Club
N13_B003137.gencode.vH29	Club
N2_B003140.gencode.vH29	Goblet
N3_B002383.gencode.vH29	Goblet
N3_B003138.gencode.vH29	Club
N4_B002383.gencode.vH29	Goblet
N4_B002385.gencode.vH29	Basal
N5_B002014.gencode.vH29	Club
N5_B002383.gencode.vH29	Goblet
N5_B002385.gencode.vH29	Goblet
N6_B002382.gencode.vH29	Goblet
N6_B002383.gencode.vH29	Goblet
N6_B003140.gencode.vH29	Goblet
N7_B003135.gencode.vH29	Goblet
N8_B002382.gencode.vH29	Goblet
N8_B003141.gencode.vH29	Alveolar Epithelial Type 2
N9_B002383.gencode.vH29	Goblet
N9_B003136.gencode.vH29	Goblet
N9_B003139.gencode.vH29	Goblet
O10_B002383.gencode.vH29	Goblet
O10_B002385.gencode.vH29	Goblet
O12_B002386.gencode.vH29	Goblet
O12_B003136.gencode.vH29	Goblet
O12_B003138.gencode.vH29	Goblet
O12_B003140.gencode.vH29	Goblet
O2_B002385.gencode.vH29	Club
O5_B002383.gencode.vH29	Goblet
O5_B003137.gencode.vH29	Goblet
O7_B002385.gencode.vH29	Goblet
O7_B003136.gencode.vH29	Goblet
O8_B002014.gencode.vH29	Goblet
O8_B003142.gencode.vH29	Goblet
O9_B003140.gencode.vH29	Goblet
P1_B003137.gencode.vH29	Goblet
P11_B003140.gencode.vH29	Goblet
P13_B002383.gencode.vH29	Goblet
P13_B003135.gencode.vH29	Goblet
P13_B003140.gencode.vH29	Club
P13_B003141.gencode.vH29	Goblet
P3_B002014.gencode.vH29	Goblet
P4_B002014.gencode.vH29	Goblet
P5_B002385.gencode.vH29	Goblet
P8_B002386.gencode.vH29	Goblet
A11_B002383.gencode.vH29	Alveolar Epithelial Type 1
A11_B003137.gencode.vH29	Alveolar Epithelial Type 1
A13_B002382.gencode.vH29	Alveolar Epithelial Type 1
A2_B003138.gencode.vH29	Alveolar Epithelial Type 1
A3_B003138.gencode.vH29	Alveolar Epithelial Type 1
A3_B003139.gencode.vH29	Alveolar Epithelial Type 1
A9_B002014.gencode.vH29	Alveolar Epithelial Type 1
B11_B003138.gencode.vH29	Alveolar Epithelial Type 1
B12_B003137.gencode.vH29	Alveolar Epithelial Type 1
B6_B002014.gencode.vH29	Alveolar Epithelial Type 1
B7_B002382.gencode.vH29	Alveolar Epithelial Type 1
B8_B003135.gencode.vH29	Alveolar Epithelial Type 1
C10_B003142.gencode.vH29	Alveolar Epithelial Type 1
C11_B003135.gencode.vH29	Alveolar Epithelial Type 1
C12_B003135.gencode.vH29	Alveolar Epithelial Type 1
C13_B003135.gencode.vH29	Alveolar Epithelial Type 1
C6_B003139.gencode.vH29	Alveolar Epithelial Type 1
C8_B003135.gencode.vH29	Alveolar Epithelial Type 1
C8_B003137.gencode.vH29	Alveolar Epithelial Type 1
D11_B003135.gencode.vH29	Alveolar Epithelial Type 1
D11_B003137.gencode.vH29	Alveolar Epithelial Type 1
D2_B002014.gencode.vH29	Alveolar Epithelial Type 1
D2_B003137.gencode.vH29	Alveolar Epithelial Type 1
D4_B002385.gencode.vH29	Alveolar Epithelial Type 1
D5_B002385.gencode.vH29	Alveolar Epithelial Type 1
D5_B003135.gencode.vH29	Alveolar Epithelial Type 1
D6_B003135.gencode.vH29	Alveolar Epithelial Type 1
D6_B003139.gencode.vH29	Alveolar Epithelial Type 1
D8_B003135.gencode.vH29	Alveolar Epithelial Type 1
E10_B003139.gencode.vH29	Alveolar Epithelial Type 1
E12_B003141.gencode.vH29	Alveolar Epithelial Type 1
E13_B003137.gencode.vH29	Alveolar Epithelial Type 1
E2_B003139.gencode.vH29	Alveolar Epithelial Type 1
F1_B003138.gencode.vH29	Alveolar Epithelial Type 1
F3_B003137.gencode.vH29	Alveolar Epithelial Type 1
G11_B003138.gencode.vH29	Alveolar Epithelial Type 1
G12_B002382.gencode.vH29	Alveolar Epithelial Type 1
G12_B002385.gencode.vH29	Alveolar Epithelial Type 1
G5_B003135.gencode.vH29	Alveolar Epithelial Type 1
G6_B003137.gencode.vH29	Alveolar Epithelial Type 1
H10_B002385.gencode.vH29	Alveolar Epithelial Type 1
H12_B003141.gencode.vH29	Alveolar Epithelial Type 1
H6_B003135.gencode.vH29	Alveolar Epithelial Type 1
I11_B003138.gencode.vH29	Alveolar Epithelial Type 1
I2_B002014.gencode.vH29	Alveolar Epithelial Type 1
I4_B002385.gencode.vH29	Alveolar Epithelial Type 1
I4_B002386.gencode.vH29	Alveolar Epithelial Type 1
I4_B003136.gencode.vH29	Alveolar Epithelial Type 1
I5_B003137.gencode.vH29	Alveolar Epithelial Type 1
I6_B002014.gencode.vH29	Alveolar Epithelial Type 1
I6_B003136.gencode.vH29	Alveolar Epithelial Type 1
I7_B003135.gencode.vH29	Alveolar Epithelial Type 1
J1_B003141.gencode.vH29	Alveolar Epithelial Type 1
J10_B003136.gencode.vH29	Alveolar Epithelial Type 1
J12_B003135.gencode.vH29	Alveolar Epithelial Type 1
J12_B003137.gencode.vH29	Alveolar Epithelial Type 1
J2_B003138.gencode.vH29	Alveolar Epithelial Type 1
J5_B002014.gencode.vH29	Alveolar Epithelial Type 1
J7_B003140.gencode.vH29	Alveolar Epithelial Type 1
J9_B003139.gencode.vH29	Alveolar Epithelial Type 1
K10_B002014.gencode.vH29	Alveolar Epithelial Type 1
K12_B003140.gencode.vH29	Alveolar Epithelial Type 1
K13_B002014.gencode.vH29	Alveolar Epithelial Type 1
K2_B002386.gencode.vH29	Alveolar Epithelial Type 1
K2_B003138.gencode.vH29	Alveolar Epithelial Type 1
K3_B003135.gencode.vH29	Alveolar Epithelial Type 1
K4_B003141.gencode.vH29	Alveolar Epithelial Type 1
K6_B003136.gencode.vH29	Alveolar Epithelial Type 1
K9_B003135.gencode.vH29	Alveolar Epithelial Type 1
L13_B003141.gencode.vH29	Alveolar Epithelial Type 1
L6_B003138.gencode.vH29	Alveolar Epithelial Type 1
L8_B003137.gencode.vH29	Alveolar Epithelial Type 1
L9_B002386.gencode.vH29	Alveolar Epithelial Type 1
M1_B002014.gencode.vH29	Alveolar Epithelial Type 1
M10_B002383.gencode.vH29	Alveolar Epithelial Type 1
M10_B003137.gencode.vH29	Alveolar Epithelial Type 1
M12_B003135.gencode.vH29	Alveolar Epithelial Type 1
M12_B003141.gencode.vH29	Alveolar Epithelial Type 1
M14_B002386.gencode.vH29	Alveolar Epithelial Type 1
M14_B003135.gencode.vH29	Alveolar Epithelial Type 1
M2_B003138.gencode.vH29	Alveolar Epithelial Type 1
N10_B003135.gencode.vH29	Alveolar Epithelial Type 1
N10_B003142.gencode.vH29	Alveolar Epithelial Type 1
N11_B002382.gencode.vH29	Alveolar Epithelial Type 1
N11_B003135.gencode.vH29	Alveolar Epithelial Type 1
N2_B002383.gencode.vH29	Alveolar Epithelial Type 1
N2_B003136.gencode.vH29	Alveolar Epithelial Type 1
N6_B003135.gencode.vH29	Alveolar Epithelial Type 1
N7_B002385.gencode.vH29	Alveolar Epithelial Type 1
O5_B003140.gencode.vH29	Alveolar Epithelial Type 1
O6_B003137.gencode.vH29	Alveolar Epithelial Type 1
O7_B002014.gencode.vH29	Alveolar Epithelial Type 1
O8_B002386.gencode.vH29	Alveolar Epithelial Type 1
O8_B003135.gencode.vH29	Alveolar Epithelial Type 1
O9_B003136.gencode.vH29	Alveolar Epithelial Type 1
O9_B003142.gencode.vH29	Alveolar Epithelial Type 1
P11_B002385.gencode.vH29	Alveolar Epithelial Type 1
P11_B003137.gencode.vH29	Alveolar Epithelial Type 1
P2_B002014.gencode.vH29	Alveolar Epithelial Type 1
